genre,id,name,sinopsis,tags
Pinball,1068,Senran Kagura Peach Ball,"Senran Kagura Peach Ball is a pinball game for the Nintendo Switch. It is ranked #4176 on the all-time Top Rated Switch games,  with a total of 12 reviews  and an average score of 5.35.","['Pinball', 'Erotica', 'Anime', 'Mature / adults']"
Pinball,8572,Car Mechanic Pinball,"Car Mechanic Pinball is a pinball game for the Nintendo Switch. As it only has 2 reviews, it is currently unranked. We need 1 more review to give the game a rank.",['Pinball']
Pinball,813,Jurassic Pinball,"Jurassic Pinball is a pinball game for the Nintendo Switch. As it only has 2 reviews, it is currently unranked. We need 1 more review to give the game a rank.",['No tags']
Pinball,2141,Pirates Pinball,"Pirates Pinball is a pinball game for the Nintendo Switch. As it only has 2 reviews, it is currently unranked. We need 1 more review to give the game a rank.","['Pinball', 'Pirates']"
Pinball,12584,Roxy Raccoon's Pinball Panic,"Roxy Raccoon's Pinball Panic is a pinball game for the Nintendo Switch. As it only has 2 reviews, it is currently unranked. We need 1 more review to give the game a rank.",['No tags']
Pinball,3071,Safari Pinball,"Safari Pinball is a pinball game for the Nintendo Switch. As it only has 2 reviews, it is currently unranked. We need 1 more review to give the game a rank.",['Pinball']
Pinball,815,The Pinball Arcade,"The Pinball Arcade is a pinball game for the Nintendo Switch. As it only has 2 reviews, it is currently unranked. We need 1 more review to give the game a rank.",['No tags']
Pinball,826,World Soccer Pinball,"World Soccer Pinball is a pinball game for the Nintendo Switch. As it only has 2 reviews, it is currently unranked. We need 1 more review to give the game a rank.",['No tags']
Pinball,5929,Basketball Pinball,"Basketball Pinball is a pinball game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.",['Pinball']
Pinball,2373,Dragon Pinball,"Dragon Pinball is a pinball game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.",['Pinball']
Pinball,13018,JALECOlle Famicom Ver. Pinball Quest,"JALECOlle Famicom Ver. Pinball Quest is a pinball game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.",['No tags']
Pinball,1453,Mummy Pinball,"Mummy Pinball is a pinball game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.",['No tags']
Pinball,7640,Pinball Freedom,"Pinball Freedom is a pinball game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.",['Pinball']
Pinball,4055,Pinball Lockdown,"Pinball Lockdown is a pinball game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.",['No tags']
Pinball,6357,Shark Pinball,"Shark Pinball is a pinball game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.",['Pinball']
Pinball,11230,Smoots Pinball,"Smoots Pinball is a pinball game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.",['No tags']
Pinball,2662,Titans Pinball,"Titans Pinball is a pinball game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.",['Pinball']
Pinball,1310,Werewolf Pinball,"Werewolf Pinball is a pinball game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.",['No tags']
Pinball,2888,Arcade Archives Pinball,"Arcade Archives Pinball is a pinball game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank. It is part of the Arcade Archives collection.",['No tags']
Pinball,4971,jetPIN,"jetPIN is a pinball game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Pinball,1657,Momonga Pinball Adventures,"Momonga Pinball Adventures is a pinball game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Pinball,5518,Pinball Big Splash,"Pinball Big Splash is a pinball game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Pinball,7314,Pinball Frenzy,"Pinball Frenzy is a pinball game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Pinball']
Pinball,7040,Pinball Jam,"Pinball Jam is a pinball game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Pinball']
Pinball,11466,Pinball M,"Pinball M is a pinball game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Pinball,2540,Soccer Pinball,"Soccer Pinball is a pinball game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Pinball,3493,Touchdown Pinball,"Touchdown Pinball is a pinball game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Pinball']
Board and Tabletop,1559,Armello,"Armello is a board and tabletop game for the Nintendo Switch. It is ranked #594 on the all-time Top Rated Switch games,  with a total of 12 reviews  and an average score of 8.21.","['Board game', 'RPG', 'Dice based', 'Fantasy', 'Cats / dogs', 'Turn-based']"
Board and Tabletop,3786,51 Worldwide Games,"51 Worldwide Games is a board and tabletop game for the Nintendo Switch. It is ranked #634 on the all-time Top Rated Switch games,  with a total of 17 reviews  and an average score of 8.18.","['Board game', 'Cards', 'Party game', 'Dice based', 'Mini games', 'Family friendly']"
Board and Tabletop,5722,Fly Together!,"Fly Together! is a board and tabletop game for the Nintendo Switch. It is ranked #634 on the all-time Top Rated Switch games,  with a total of 6 reviews  and an average score of 8.18.","['Party game', 'Traffic management', 'Cartoon / comics', 'Top-Down', 'Casual']"
Board and Tabletop,4919,Evolution Board Game,"Evolution Board Game is a board and tabletop game for the Nintendo Switch. It is ranked #709 on the all-time Top Rated Switch games,  with a total of 4 reviews  and an average score of 8.13.","['Board game', 'Cards', 'Strategy', 'Drawing / painting']"
Board and Tabletop,209,Chess Ultra,"Chess Ultra is a board and tabletop game for the Nintendo Switch. It is ranked #1039 on the all-time Top Rated Switch games,  with a total of 9 reviews  and an average score of 7.90.","['Board game', 'Chess']"
Board and Tabletop,5061,Wingspan,"Wingspan is a board and tabletop game for the Nintendo Switch. It is ranked #1039 on the all-time Top Rated Switch games,  with a total of 9 reviews  and an average score of 7.90.","['Board game', 'Cards', 'Relaxing', 'Drawing / painting', 'Turn-based', 'Casual', 'Family friendly']"
Board and Tabletop,303,Light Fingers,"Light Fingers is a board and tabletop game for the Nintendo Switch. It is ranked #1414 on the all-time Top Rated Switch games,  with a total of 5 reviews  and an average score of 7.70.","['Board game', 'Cards', 'Party game', 'Dice based', 'Low-poly']"
Board and Tabletop,3656,Billion Road,"Billion Road is a board and tabletop game for the Nintendo Switch. It is ranked #1533 on the all-time Top Rated Switch games,  with a total of 7 reviews  and an average score of 7.64.","['Board game', 'Party game', 'Dice based', 'Cartoon / comics', 'Family friendly']"
Board and Tabletop,2630,Battleship,"Battleship is a board and tabletop game for the Nintendo Switch. It is ranked #1959 on the all-time Top Rated Switch games,  with a total of 5 reviews  and an average score of 7.40.",['Board game']
Board and Tabletop,2698,Eight-Minute Empire,"Eight-Minute Empire is a board and tabletop game for the Nintendo Switch. It is ranked #2069 on the all-time Top Rated Switch games,  with a total of 3 reviews  and an average score of 7.33.",['No tags']
Board and Tabletop,1817,Cluedo: Classic Edition,"Cluedo: Classic Edition is a board and tabletop game for the Nintendo Switch. It is ranked #2584 on the all-time Top Rated Switch games,  with a total of 4 reviews  and an average score of 7.00.","['Board game', 'Party game', 'Dice based', 'Family friendly']"
Board and Tabletop,3813,Tharsis,"Tharsis is a board and tabletop game for the Nintendo Switch. It is ranked #3147 on the all-time Top Rated Switch games,  with a total of 9 reviews  and an average score of 6.67.","['Board game', 'Survival', 'Dice based', 'Science Fiction', 'Space']"
Board and Tabletop,3686,Talisman: Digital Edition,"Talisman: Digital Edition is a board and tabletop game for the Nintendo Switch. It is ranked #3190 on the all-time Top Rated Switch games,  with a total of 11 reviews  and an average score of 6.65.","['Board game', 'Cards', 'RPG', 'Dice based', 'Fantasy']"
Board and Tabletop,4938,Brawl Chess,"Brawl Chess is a board and tabletop game for the Nintendo Switch. It is ranked #3675 on the all-time Top Rated Switch games,  with a total of 3 reviews  and an average score of 6.17.","['Chess', 'Cartoon / comics']"
Board and Tabletop,18,Othello,"Othello is a board and tabletop game for the Nintendo Switch. It is ranked #4063 on the all-time Top Rated Switch games,  with a total of 8 reviews  and an average score of 5.63.",['Board game']
Board and Tabletop,5569,The Game of Life 2,"The Game of Life 2 is a board and tabletop game for the Nintendo Switch. It is ranked #4108 on the all-time Top Rated Switch games,  with a total of 7 reviews  and an average score of 5.51.","['Board game', 'Party game', 'Family friendly']"
Board and Tabletop,11032,Another World Mahjong Girl,"Another World Mahjong Girl is a board and tabletop game for the Nintendo Switch. As it only has 2 reviews, it is currently unranked. We need 1 more review to give the game a rank.",['No tags']
Board and Tabletop,1238,Carcassonne,"Carcassonne is a board and tabletop game for the Nintendo Switch. As it only has 2 reviews, it is currently unranked. We need 1 more review to give the game a rank.",['No tags']
Board and Tabletop,5178,Four in a Row,"Four in a Row is a board and tabletop game for the Nintendo Switch. As it only has 2 reviews, it is currently unranked. We need 1 more review to give the game a rank.",['No tags']
Board and Tabletop,1366,Hot Gimmick Cosplay-jong,"Hot Gimmick Cosplay-jong is a board and tabletop game for the Nintendo Switch. As it only has 2 reviews, it is currently unranked. We need 1 more review to give the game a rank.","['Arcade', 'Board game', 'Mahjong', 'Erotica', ""00's retrogaming"", 'Score-based']"
Board and Tabletop,2265,Istanbul: Digital Edition,"Istanbul: Digital Edition is a board and tabletop game for the Nintendo Switch. As it only has 2 reviews, it is currently unranked. We need 1 more review to give the game a rank.",['No tags']
Board and Tabletop,7022,Let’s Play! Oink Games,"Let’s Play! Oink Games is a board and tabletop game for the Nintendo Switch. As it only has 2 reviews, it is currently unranked. We need 1 more review to give the game a rank.","['Board game', 'Party game', 'Mini games', 'Casual', 'Family friendly']"
Board and Tabletop,7034,Pawn of the Dead,"Pawn of the Dead is a board and tabletop game for the Nintendo Switch. As it only has 2 reviews, it is currently unranked. We need 1 more review to give the game a rank.","['Adventure', 'Board game', 'Strategy', 'Chess', 'Fantasy', 'Top-Down', 'Turn-based']"
Board and Tabletop,2760,Raiders of the North Sea,"Raiders of the North Sea is a board and tabletop game for the Nintendo Switch. As it only has 2 reviews, it is currently unranked. We need 1 more review to give the game a rank.","['Board game', 'Cards', 'Party game', 'Strategy', 'Nordic']"
Board and Tabletop,6905,Root,"Root is a board and tabletop game for the Nintendo Switch. As it only has 2 reviews, it is currently unranked. We need 1 more review to give the game a rank.","['Board game', 'Cards', 'Fantasy', 'Turn-based', 'Casual', 'Family friendly']"
Board and Tabletop,12161,Stacklands,"Stacklands is a board and tabletop game for the Nintendo Switch. As it only has 2 reviews, it is currently unranked. We need 1 more review to give the game a rank.",['No tags']
Board and Tabletop,3220,Tactical Mind 2,"Tactical Mind 2 is a board and tabletop game for the Nintendo Switch. As it only has 2 reviews, it is currently unranked. We need 1 more review to give the game a rank.",['No tags']
Board and Tabletop,4172,Being Stronger While Playing! SilverStar Go DX,"Being Stronger While Playing! SilverStar Go DX is a board and tabletop game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.",['No tags']
Board and Tabletop,11168,Catan: Console Edition,"Catan: Console Edition is a board and tabletop game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.",['No tags']
Board and Tabletop,4642,Charterstone: Digital Edition,"Charterstone: Digital Edition is a board and tabletop game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.",['No tags']
Board and Tabletop,9435,Chess Maiden,"Chess Maiden is a board and tabletop game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.","['Board game', 'Chess']"
Board and Tabletop,7042,Concordia,"Concordia is a board and tabletop game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.","['Board game', 'Cards', 'Party game', 'Antiquity', 'Turn-based', 'Casual', 'Family friendly']"
Board and Tabletop,2634,Dobutsu Shogi World,"Dobutsu Shogi World is a board and tabletop game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.",['No tags']
Board and Tabletop,7414,ELO 1100 Chess,"ELO 1100 Chess is a board and tabletop game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.",['Chess']
Board and Tabletop,7186,Gomoku Let's Go,"Gomoku Let's Go is a board and tabletop game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.",['Board game']
Board and Tabletop,2495,Happy Words,"Happy Words is a board and tabletop game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.",['No tags']
Board and Tabletop,9965,Hola! Reversi,"Hola! Reversi is a board and tabletop game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.",['Board game']
Board and Tabletop,11916,Kashido,"Kashido is a board and tabletop game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.",['No tags']
Board and Tabletop,12759,Machi Koro With Everyone,"Machi Koro With Everyone is a board and tabletop game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.",['No tags']
Board and Tabletop,4317,Memory Lane,"Memory Lane is a board and tabletop game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.",['No tags']
Board and Tabletop,13466,Monopoly (2024),"Monopoly (2024) is a board and tabletop game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.",['No tags']
Board and Tabletop,8784,Richman 11,"Richman 11 is a board and tabletop game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.","['Board game', 'Party game', 'Cartoon / comics', 'Turn-based', 'Family friendly']"
Board and Tabletop,10309,RichMan 4 Fun,"RichMan 4 Fun is a board and tabletop game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.","['Board game', 'Party game', 'Family friendly']"
Board and Tabletop,4045,Snakes & Ladders,"Snakes & Ladders is a board and tabletop game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.",['No tags']
Board and Tabletop,6213,Steam: Rails to Riches Complete Edition,"Steam: Rails to Riches Complete Edition is a board and tabletop game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.","['Board game', 'Party game', 'Strategy', 'Western', 'Top-Down', 'Turn-based']"
Board and Tabletop,13104,Ticket to Ride,"Ticket to Ride is a board and tabletop game for the Nintendo Switch. As it only has 1 review, it is currently unranked. We need 2 more reviews to give the game a rank.",['No tags']
Board and Tabletop,11478,3 in 1 Game Collection: Backgammon + Checkers + Mills,"3 in 1 Game Collection: Backgammon + Checkers + Mills is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,2666,3 Little Pigs & Bad Wolf,"3 Little Pigs & Bad Wolf is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,12240,4 in a row,"4 in a row is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,4075,Animal Pairs - Matching & Concentration Game for Toddlers & Kids,"Animal Pairs - Matching & Concentration Game for Toddlers & Kids is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,6101,AnimaLudo,"AnimaLudo is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.","['Board game', 'Party game', 'Cartoon / comics', 'Family friendly']"
Board and Tabletop,3611,Arcade Archives VS. Mah-Jong,"Arcade Archives VS. Mah-Jong is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank. It is part of the Arcade Archives collection.","['Board game', 'Mahjong', ""80's retrogaming"", 'Score-based']"
Board and Tabletop,9860,Backgammon Pro,"Backgammon Pro is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Board game']
Board and Tabletop,8767,Backgammon: Board Game Puzzle,"Backgammon: Board Game Puzzle is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Board game']
Board and Tabletop,10823,Battle Sea,"Battle Sea is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,8461,Battleship War: Time to Sink the Fleet,"Battleship War: Time to Sink the Fleet is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Board game']
Board and Tabletop,10757,Bingo - Sabec,"Bingo - Sabec is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,6401,BOT.vinnik Chess,"BOT.vinnik Chess is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.","['Board game', 'Chess']"
Board and Tabletop,8713,BOT.vinnik Chess 2,"BOT.vinnik Chess 2 is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Chess']
Board and Tabletop,12108,Brain Memory 2,"Brain Memory 2 is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,6653,Business Tour Deluxe,"Business Tour Deluxe is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.","['Board game', 'Party game', 'Cartoon / comics']"
Board and Tabletop,13350,Cats Baseball,"Cats Baseball is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,4297,Checkers,"Checkers is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,6384,Checkers for Kids,"Checkers for Kids is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Board game']
Board and Tabletop,5675,Checkers Master,"Checkers Master is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Board game']
Board and Tabletop,7383,Checkers Minimal,"Checkers Minimal is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Board game']
Board and Tabletop,4018,Chess,"Chess is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Chess']
Board and Tabletop,7091,Chess - Clash of Kings,"Chess - Clash of Kings is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.","['Board game', 'Chess']"
Board and Tabletop,7618,Chess Cartoons,"Chess Cartoons is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Chess']
Board and Tabletop,8685,Chess Classic Board Game,"Chess Classic Board Game is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Chess']
Board and Tabletop,6378,Chess Gambit,"Chess Gambit is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.","['Board game', 'Chess']"
Board and Tabletop,4865,Chess Minimal,"Chess Minimal is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Chess']
Board and Tabletop,9546,Chess Openings and Book Moves,"Chess Openings and Book Moves is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Chess']
Board and Tabletop,9519,Chess Pills,"Chess Pills is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Chess']
Board and Tabletop,5210,Chess Royal,"Chess Royal is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Chess']
Board and Tabletop,5803,Classic Checkers,"Classic Checkers is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Board game']
Board and Tabletop,2746,Classic Games Collection Vol. 1,"Classic Games Collection Vol. 1 is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,6506,Classic Logical Bundle (4in1),"Classic Logical Bundle (4in1) is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Board game']
Board and Tabletop,11754,Cluedo,"Cluedo is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,11262,Da Da Daungo,"Da Da Daungo is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,11136,Dog,"Dog is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,9862,Dominant Mind,"Dominant Mind is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Board game']
Board and Tabletop,4300,Dominate - Board Game,"Dominate - Board Game is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.","['Board game', 'Puzzle']"
Board and Tabletop,4064,Dots 8,"Dots 8 is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,8632,Everdell,"Everdell is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.","['Board game', 'Cards', 'Fantasy', 'Drawing / painting', 'Turn-based']"
Board and Tabletop,8004,Family Chess,"Family Chess is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Chess']
Board and Tabletop,5854,Fantasy Checkers,"Fantasy Checkers is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Board game']
Board and Tabletop,4627,Farm Builder,"Farm Builder is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,7125,Go Minimal,"Go Minimal is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Board game']
Board and Tabletop,1829,Guess the Character,"Guess the Character is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,12725,i.Game Hong Kong Mahjong,"i.Game Hong Kong Mahjong is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,4671,Infection - Board Game,"Infection - Board Game is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.","['Board game', 'Puzzle']"
Board and Tabletop,12126,Junior Labyrinth,"Junior Labyrinth is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,9818,Just Xiangqi,"Just Xiangqi is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Board game']
Board and Tabletop,9212,Kids Party Checkers,"Kids Party Checkers is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Board game']
Board and Tabletop,10721,Labyrinth,"Labyrinth is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,7703,Ludo Game: Just chill out!,"Ludo Game: Just chill out! is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Board game']
Board and Tabletop,6636,Ludo XXL,"Ludo XXL is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Board game']
Board and Tabletop,1485,Ludomania,"Ludomania is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,5592,Mancala,"Mancala is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,10227,Medieval Royal Chess,"Medieval Royal Chess is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Chess']
Board and Tabletop,5478,Mexican Train Dominoes Gold,"Mexican Train Dominoes Gold is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,6192,Mind Maze,"Mind Maze is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.","['Board game', 'Strategy']"
Board and Tabletop,6992,Monopoly Madness,"Monopoly Madness is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.","['Board game', 'Party game', 'Casual', 'Family friendly']"
Board and Tabletop,10538,Mouse Trap: The Board Game,"Mouse Trap: The Board Game is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,12576,MyRummy,"MyRummy is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,10115,Paper Dominoes,"Paper Dominoes is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Board game']
Board and Tabletop,7056,Real Time Battle Shogi Online,"Real Time Battle Shogi Online is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Board game']
Board and Tabletop,1282,Rento Fortune Monolit,"Rento Fortune Monolit is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,5963,Reversi Let's Go,"Reversi Let's Go is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['Board game']
Board and Tabletop,7169,RichMan 10,"RichMan 10 is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.","['Board game', 'Cards', 'Party game', 'Dice based', 'Cartoon / comics', 'Family friendly']"
Board and Tabletop,2267,Royal Adviser,"Royal Adviser is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,13257,Scotland Yard: Hunting Mister X,"Scotland Yard: Hunting Mister X is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.",['No tags']
Board and Tabletop,7466,Sea Battle Minimal,"Sea Battle Minimal is a board and tabletop game for the Nintendo Switch. As it has no reviews, it is currently unranked. We need 3 reviews to give the game a rank.","['Board game', 'Puzzle']"
